AppId,Title,group,Nb_Reviews,Latest_Review_Date,Nb_Installs,Free,eligible
com.unbound.android.oxfordclinical,Oxford Clinical Medicine,,13,2025-08-25,"10,000+",True,False
com.medpresso.Lonestar.mosbyproc,Nursing Skills & Procedures,,13,2025-08-08,"50,000+",True,False
org.capacitor.fundamentals.app,Fundamentals of Nursing Quiz,,0,,"5,000+",True,False
com.keepprep.fundamentals,Fundamentals of Nursing Prep,,3,2025-08-09,"10,000+",True,False
com.TallinnIT.UBCRadiology,UBC Radiology,,71,2023-05-21,"100,000+",True,False
com.msd.obstetrics,MSD Manual Guide to Obstetrics,HSP,52,2025-08-07,"10,000+",True,True
com.gwhizmobile.langeqapsychiatry,Psychiatry LANGE Q&A,,8,2021-12-06,"10,000+",True,False
com.genux.coherence,Cardiac Coherence Relax &Sleep,,4,2024-07-07,"1,000+",True,False
com.ptwired.elliott,Elliott Physical Therapy,,2,2025-06-03,"1,000+",True,False
org.plumvillageapp,Plum Village: Mindfulness App,HSC,100,2025-09-03,"100,000+",True,True
com.mdaware.mdcalc,MDCalc Medical Calculator,HSP,100,2025-08-23,"1,000,000+",True,True
com.boardvitals,BoardVitals Medical Exam Prep,HSP,100,2025-07-30,"10,000+",True,True
com.drhouse.drhouse,DrHouse: Online Doctor Service,HSC,100,2025-08-24,"10,000+",True,True
com.unbound.android.ubap,APSA Pediatric Surgery Library,,14,2025-04-14,"5,000+",True,False
com.spruce.messenger,Spruce: Medical Communication,HSP,100,2025-09-04,"500,000+",True,True
appinventor.ai_doctorbishoy.Master_The_MRCS,Surgery Masters Academy,HSP,100,2025-07-21,"10,000+",True,True
com.medpresso.testzapp.medsurgnurcertqa,Medical Surgical Nurse Cert Ex,,8,2025-07-27,"1,000+",True,False
com.netpulse.mobile.thewellnesscenter,The Wellness Center,,10,2024-01-09,"1,000+",True,False
com.babycenter.pregnancytracker,Pregnancy App & Baby Tracker,HSC,100,2025-09-04,"10,000,000+",True,True
com.hevy,Hevy - Gym Log Workout Tracker,other,100,2025-09-04,"1,000,000+",True,True
com.popularapp.periodcalendar,Period Calendar Period Tracker,,100,2025-09-04,"100,000,000+",True,False
com.recoverypath,Recovery Path - Addiction Help,HSC,100,2025-08-30,"100,000+",True,True
com.gwhizmobile.mghpretestneurology,Neurology PreTest for USMLE,,6,2025-05-17,"10,000+",True,False
com.lbrc.PeriodCalendar,Period Tracker and Calendar,HSC,100,2025-09-04,"10,000,000+",True,True
com.grandroundshealth.m,Included Health,HSP,100,2025-09-04,"100,000+",True,True
com.lawfully.lawfully_ai_tracker,US Immigration Case Tracker,other,100,2025-09-03,"1,000,000+",True,True
periodtracker.pregnancy.ovulationtracker,Ovulation & Period Tracker,HSC,100,2025-09-03,"10,000,000+",True,True
com.gwhizmobile.mghpretestpediatrics,Pediatrics PreTest for USMLE,,9,2024-04-16,"5,000+",True,False
com.unbound.android.ubnc2l,Nursing Central,HSP,100,2025-08-05,"50,000+",True,True
com.elytelabs.neurologydictionary,Neurology Dictionary,,1,2024-02-24,"1,000+",True,False
com.modernhealth.modernhealth,Modern Health,other,96,2025-08-18,"100,000+",True,True
com.goodrx,GoodRx: Prescription Coupons,HSC,100,2025-09-04,"10,000,000+",True,True
com.remind.drink.water.hourly,Water Reminder - Remind Drink ,HSC,100,2025-09-04,"10,000,000+",True,True
com.doctoranywhere,Doctor Anywhere - Telehealth,HSC,100,2025-09-04,"1,000,000+",True,True
com.imagoai.labs,Lab Values Reference - Nursing,,25,2025-09-01,"10,000+",True,False
com.pravisht.MhbMobile,MyHealthBuddy: Diet & Fitness,HSC,100,2025-09-03,"100,000+",True,True
com.alphaprogression.alphaprogression,Alpha Progression Gym Tracker,HSC,100,2025-09-03,"1,000,000+",True,True
com.meditation.live,Wellness Coach,other,100,2025-08-03,"100,000+",True,True
com.brc.PeriodTrackerDiary,Period Tracker & Ovulation,HSC,100,2025-09-02,"1,000,000+",True,True
running.tracker.gps.map,Running App - GPS Run Tracker,HSC,100,2025-09-04,"10,000,000+",True,True
com.QuickMD.md,QuickMD - Online Healthcare,HSC,100,2025-09-03,"100,000+",True,True
com.medlang.medicalenglish,Doxa - Medical English,,44,2025-09-03,"100,000+",True,False
org.endocrine.clinical_practice_guidelines_app,Clinical Practice Guidelines,,32,2025-04-26,"10,000+",True,False
com.villagemd.patx,Village Medical,HSC,100,2025-09-04,"100,000+",True,True
com.app.calibrate,Calibrate - Metabolic Health,HSC,100,2025-09-04,"10,000+",True,True
gov.va.mobilehealth.ncptsd.mindfulnesscoach,Mindfulness Coach,HSC,100,2025-09-04,"500,000+",True,True
steptracker.healthandfitness.walkingtracker.pedometer,Step Tracker - Pedometer,,100,2025-09-04,"50,000,000+",True,False
com.usbmis.reader.gayf14,Geriatrics At Your Fingertips,,10,2025-08-26,"10,000+",True,False
org.osmosis.nursing,Osmosis Nursing Videos & Notes,,35,2025-08-27,"50,000+",True,False
com.roehl.habitkit,Habit Tracker - HabitKit,HSC,100,2025-09-01,"500,000+",True,True
app.disciplined.productive.structured.habit.tracker,Disciplined - Habit Tracker,other,100,2025-09-04,"100,000+",True,True
com.clinicalproblemsolving.cps,The Clinical Problem Solvers,,28,2025-08-05,"1,000+",False,False
com.mapmywalk.android2,Map My Walk: Walking Tracker,HSC,100,2025-09-04,"10,000,000+",True,True
com.unbound.android.cqddl,Davis's Drug Guide,HSP,100,2025-08-07,"100,000+",True,True
fitness.online.app,Fitness App: Gym Workout Plan,HSC,100,2025-09-03,"5,000,000+",True,True
com.mapmyrun.android2,Map My Run GPS Running Tracker,HSC,100,2025-09-04,"10,000,000+",True,True
de.lecturio.android.LecturioMed,Lecturio Medical Education,HSP,100,2025-09-02,"500,000+",True,True
com.hospital.games.clinic.adventure,Doctor Clinic - Hospital Games,other,100,2025-09-02,"1,000,000+",True,True
com.visiblebody.atlas,Human Anatomy Atlas 2026,,100,2025-08-26,"500,000+",False,False
com.fitnesskeeper.runkeeper.pro,ASICS Runkeeper - Run Tracker,HSC,100,2025-09-04,"10,000,000+",True,True
com.fidelity.hcg.health,Fidelity Health®,other,100,2025-09-04,"100,000+",True,True
com.aranoah.healthkart.plus,TATA 1mg Online Healthcare App,HSC,100,2025-09-04,"10,000,000+",True,True
org.isoron.uhabits,Loop Habit Tracker,HSC,100,2025-09-03,"5,000,000+",True,True
com.free.nurse.rush.clinic,Nurse Rush:Hospital Game,other,100,2025-08-31,"100,000+",True,True
com.telus.health.wellbeing,TELUS Health Wellbeing,HSC,51,2025-08-26,"10,000+",True,True
com.doctorondemand.android.patient,Doctor On Demand,HSC,100,2025-09-04,"1,000,000+",True,True
com.smsrobot.period,Period and Ovulation Tracker,HSC,100,2025-09-04,"10,000,000+",True,True
com.planet72.drprescription,DR Prescription-Rx Maker,,16,2025-08-09,"5,000+",True,False
com.habitive,Habitive - Your Habit Tracker,,22,2025-09-01,"10,000+",True,False
com.plushcare.plushcare.prod,PlushCare: Online Doctor,HSC,100,2025-09-04,"100,000+",True,True
com.pre_pg,Pre PG: Clinical NEET PG NExT,HSP,100,2025-09-02,"500,000+",True,True
com.amboss.medical.qbank,AMBOSS Qbank for Medical Exams,HSP,100,2025-08-04,"100,000+",True,True
xyz.slingshot.ashley.app,Ash - AI Therapy,HSC,100,2025-09-04,"50,000+",True,True
com.wombatapps.carbmanager,Carb Manager–Keto Diet Tracker,HSC,100,2025-09-03,"5,000,000+",True,True
com.meetyou.intl,MeetYou - Period Tracker,HSC,100,2025-09-03,"10,000,000+",True,True
gov.cdc.ncbddd.actearly.milestones,CDC Milestone Tracker,HSC,100,2025-09-03,"500,000+",True,True
com.gaiamobile.airdoctor,Air Doctor,HSC,72,2025-08-17,"100,000+",True,True
org.medflashnotes.app,Medical FlashNotes,,100,2024-10-29,"100,000+",True,False
com.medicaldictionary.diseasestreatment,Medical Dictionary: Diseases,HSP,100,2025-08-15,"100,000+",True,True
com.unbound.android.ubng,Nutrition Guide for Clinicians,HSP,100,2025-07-09,"50,000+",True,True
com.moodi,Moodi: emotions & mood tracker,,43,2025-09-03,"50,000+",True,False
com.pl.cl.hospital.dash,Hospital Dash: Hospital Games,other,100,2025-09-04,"1,000,000+",True,True
com.nourishly,Nourishly - Nutrition and Diet,HSC,100,2025-08-31,"10,000+",True,True
com.tactustherapy.languagetherapy,Language Therapy: Aphasia,,21,2024-11-08,"5,000+",False,False
com.usbmis.reader.dadg,Davis's Drug Guide for Nurses,HSP,100,2025-08-15,"100,000+",True,True
com.helloheart.app.healthplan,Hello Heart • For heart health,HSC,100,2025-09-02,"100,000+",True,True
premom.eh.com.ehpremomapp,Ovulation Tracker App - Premom,HSC,100,2025-09-04,"1,000,000+",True,True
com.crazy.doctor.hospital,Hospital Rush: Doctor ASMR,other,100,2025-09-02,"100,000+",True,True
com.unbound.android.ubst,STS Cardiothoracic Surgery,,3,2025-07-27,"5,000+",True,False
org.iggymedia.periodtracker,Flo Ovulation & Period Tracker,,100,2025-09-04,"100,000,000+",True,False
com.prehabguys.prehabapp,"Prehab:Physical Therapy, Rehab",HSC,100,2025-08-31,"10,000+",True,True
com.learzing.anatomyquiz,Anatomy & Physiology Quiz Test,HSP,100,2025-09-03,"500,000+",True,True
com.studio.hellohabit,HelloHabit - Habit Tracker,other,100,2025-08-28,"100,000+",True,True
mobi.littlebytes.android.bloodglucosetracker,Blood Glucose Tracker,HSC,100,2025-08-31,"500,000+",True,True
com.despdev.quitzilla,Quitzilla: Quit Habit Tracker,HSC,100,2025-09-04,"1,000,000+",True,True
com.jivi.ai,Jivi: AI Health and Diet Coach,HSC,100,2025-09-02,"1,000,000+",True,True
com.pocketprep.android.fitness,Pocket Prep Fitness 2025,HSP,72,2025-08-21,"10,000+",True,True
com.bearable,"Symptom, Mood & Period Tracker",HSC,100,2025-09-01,"500,000+",True,True
betwixt.web.app,Betwixt—The Mental Health Game,HSC,100,2025-09-04,"100,000+",True,True
com.picmonic.androidapp,Picmonic Nursing Study Guides,HSP,100,2025-07-17,"100,000+",True,True
homeworkout.fitness.app,Workout Planner Gym Log・Fit AI,HSC,100,2025-09-04,"1,000,000+",True,True
com.gamehouse.hm1,Heart's Medicine - Season One,other,100,2025-08-28,"1,000,000+",True,True
com.eshyft.app,ESHYFT - Per Diem Nursing,HSP,100,2025-08-20,"50,000+",True,True
com.water.tracker.remind,My Water Tracker & Reminder,HSC,100,2025-09-04,"500,000+",True,True
com.rotemmaozdev.helloworld,Gestational Diabetes Tracker,HSC,65,2025-09-02,"10,000+",True,True
ai.kanghealth,K Health | 24/7 Virtual Care,HSC,100,2025-09-04,"1,000,000+",True,True
com.mapmyfitness.android2,Map My Fitness Workout Tracker,HSC,100,2025-09-03,"1,000,000+",True,True
xyz.rtrvr.pillo,Angry Pill Reminder & Tracker,HSC,100,2025-09-04,"100,000+",True,True
com.kenhub.dailyanatomy.musclesandbones,Daily Anatomy Flashcards,HSP,100,2025-09-04,"500,000+",True,True
com.medicaljoyworks.clinicalsense,Clinical Sense,HSP,100,2025-07-30,"1,000,000+",True,True
com.gktalk.nursing_examination_app,Nursing Exam,HSP,100,2025-09-04,"500,000+",True,True
com.mypossibleself.app,‎MyPossibleSelf: Mental Health,HSC,100,2025-08-30,"500,000+",True,True
com.water.reminder.tracker,My Water Reminder: Drink Water,HSC,100,2025-08-29,"1,000,000+",True,True
life.femin.pregnancy.period,Period Tracker－Pregnancy・Femin,HSC,100,2025-09-02,"500,000+",True,True
com.tactustherapy.namingtherappy,Naming Therapy,,5,2024-10-16,"1,000+",False,False
com.betterweightapp,"Weight Tracker, BMI Calculator",HSC,100,2025-08-30,"1,000,000+",True,True
com.medpresso.Lonestar.cnskills,Davis Clinical Nursing Skills,,100,2024-09-17,"100,000+",True,False
eu.smartpatient.mytherapy,Meds & Pill Reminder MyTherapy,HSC,100,2025-09-03,"5,000,000+",True,True
app.voicestories.android,Voice: Mental Health Guide,HSC,100,2025-09-04,"1,000,000+",True,True
com.tactustherapy.advancedlanguagetherapy,Advanced Language Therapy,,9,2025-06-30,"1,000+",False,False
com.swordhealth.guarda,Sword Health,HSC,100,2025-09-03,"100,000+",True,True
com.anthem.sydney,Sydney Health,HSC,100,2025-09-04,"1,000,000+",True,True
com.guavahealth.app,Guava: Health Tracker,HSC,100,2025-09-03,"10,000+",True,True
com.ticktick.task,TickTick:To Do List & Calendar,other,100,2025-09-04,"5,000,000+",True,True
com.aadhk.lite.bptracker,Blood Pressure Tracker,HSC,100,2025-09-02,"1,000,000+",True,True
com.pocketprep.android.nursing,Pocket Prep Nursing 2025,HSP,80,2025-08-27,"50,000+",True,True
com.mindfulness.android,Mindfulness.com Meditation App,HSC,100,2025-08-09,"500,000+",True,True
com.fitifyworkouts.bodyweight.workoutapp,"Fitify: Fitness, Home Workout",HSC,100,2025-09-04,"10,000,000+",True,True
com.betterhelp,BetterHelp - Therapy,HSC,100,2025-09-04,"1,000,000+",True,True
com.mentallabs.mentalhealth,Mental Health: Serene,HSC,100,2025-09-03,"50,000+",True,True
com.stamurai.stamurai,Stamurai: Stuttering Therapy,HSC,100,2025-08-29,"100,000+",True,True
com.archerreview.nursingschool,Archer Review - Nursing School,,2,2025-03-01,500+,True,False
sleeptrakcer.sleeprecorder.sleepapp.sleep,Sleep Tracker - Sleep Recorder,HSC,100,2025-09-03,"5,000,000+",True,True
com.clearblue.alaska,Period & Cycle Tracker,,27,2025-09-03,"100,000+",True,False
com.planetfitness,Planet Fitness,HSC,100,2025-09-03,"10,000,000+",True,True
com.hssn.anatomy3dlite,3D Bones and Organs (Anatomy),HSP,100,2025-09-02,"1,000,000+",True,True
com.sebferrer.life_notes,Life Notes - Symptom Tracking,HSC,100,2025-08-22,"10,000+",True,True
com.master.hesia2exam.question,A2 Nursing Exam Prep 2025,,16,2024-04-19,"10,000+",True,False
com.unbound.android.ub5el,5-Minute Emergency Consult,,20,2022-09-01,"10,000+",True,False
com.uworld.nclex,UWorld Nursing,HSP,100,2025-08-24,"100,000+",True,True
com.mysugr.android.companion,mySugr - Diabetes Tracker Log,HSC,100,2025-09-04,"5,000,000+",True,True
com.lowestmed.android,RxSaver – Prescription Coupons,HSC,100,2025-09-03,"1,000,000+",True,True
com.medpresso.Lonestar.eponyms,Medical Eponyms Dictionary,,8,2024-07-19,"10,000+",True,False
org.SBCH.MyChart,Cottage Health MyChart,,13,2025-05-23,"1,000+",True,False
air.com.musclemotion.anatomy,Anatomy by M&M,HSP,100,2025-09-03,"500,000+",True,True
